productId,productName,category,furnitureType,modelNumber,brandName,availability,steelGrade,topMaterial,frameMaterial,frameThickness,surfaceFinish,enclosureMaterial,color,corrosionResistanceLevel,loadCapacityKg,seatingCapacity,usageArea,recommendedFor,length_cm,width_cm,height_cm,weight_kg,maximumWeightRecommendation_kg,basePriceINR,discountPercentage,finalPriceINR,stockQuantity,rating,reviewsCount,salesCount,warrantyYears,productDescription,features,leadTimeDays,installationSupport,maintenanceRequired,countryOfOrigin,createdAt,type,category_clean,price_numeric,tags
PRD05722,Premium SS 304 Reception Desk Single,Hotel Furnitures,Lobby Bench,SKSW-HF-7634,ShriKrishnaSteelWorks,In Stock,SS 202,PVC Coated Steel,MS Square Pipe,3.5mm,Hot Dip Galvanized,Solid Panel,Chrome,Medium,207,6,Hotel,Banquet Service,194.3,155.5,190,51.4,154.2,47700,15.7,40200,112,4.7,96,3437,2,"ShriKrishnaSteelWorks is pleased to introduce its high-performance Premium SS 304 Reception Desk Single, engineered for superior functionality and durability in commercial and industrial environments. Constructed with SS 202 steel and treated with a Hot Dip Galvanized finish, this unit offers excellent mechanical properties and corrosion protection. The ergonomic design ensures ease of use while optimizing space utilization for Hotel applications. Every product is inspected thoroughly for dimensional accuracy, finish quality, and structural soundness. We provide full customization services including bespoke sizing, finish options, and special configurations to meet unique project requirements. With a strong commitment to quality and timely delivery, ShriKrishnaSteelWorks has become a trusted name among architects, contractors, hotel groups, and industrial enterprises across India. Our after-sales support ensures long-term customer satisfaction and trouble-free operation.","Comfortable seating, Easy maintenance, Scratch resistant, Elegant design, Customizable, Durable construction, Long lasting",20,No,High,India,2025-04-11,Bench,Steel Furniture,40200,"office,steel,indoor,residential"
PRD07145,Outdoor Galvanized Steel Monkey Bar Multi Activity,Park Instruments,Monkey Bar,SKSW-PI-9505,ShriKrishnaSteelWorks,Made to Order,SS 201,Toughened Glass,SS Box Section,2.0mm,Satin Finish,Expanded Metal,Grey,Low,969,,Residential Complex,Community Use,292.8,240.2,157.9,30.3,687.4,34000,12.2,29900,36,4.3,237,2170,5,"Our organization is widely reputed in providing Outdoor Galvanized Steel Monkey Bar Multi Activity to our esteemed customers across India. The combination of elegant design, excellent texture and immaculate finishing makes this range one of the best available in the market today. Manufactured using premium quality SS 201 stainless steel, this product ensures exceptional durability and longevity even in demanding industrial environments. The Satin Finish surface treatment not only enhances the aesthetic appeal but also provides superior protection against corrosion and daily wear. Each unit undergoes rigorous quality checks to meet the highest industry standards before dispatch. We offer full customization options including size, finish, and configuration as per client requirements. Our dedicated team ensures timely delivery and post-sales support to guarantee complete client satisfaction. Trust ShriKrishnaSteelWorks for products that combine functionality with superior craftsmanship.","Durable, Smooth edges, Weather resistant, Heavy gauge MS, Bright colors available, Powder coated, Easy installation, Anti-rust treatment, Galvanized steel",6,Yes,Medium,India,2025-10-22,Frame,Fabrication,29900,"residential,heavy-duty,weather-resistant,steel"
PRD07146,Children Mild Steel Park Bench Standard,Park Instruments,Gazebo,SKSW-PI-1351,ShriKrishnaSteelWorks,In Stock,SS 430,Granite Top,SS 304 Pipe,2.5mm,Galvanized,Perforated Sheet,Silver,Low,330,,School,Recreation,176.6,214.5,380.2,165,297.3,22000,9.6,19900,357,3.6,340,4825,2,"Presenting the Children Mild Steel Park Bench Standard from ShriKrishnaSteelWorks � a perfect blend of strength, style, and functionality for professional use. Made from premium SS 430 stainless steel, this product offers excellent resistance to rust, corrosion, and mechanical stress, making it ideal for long-term use in School settings. The precision-cut components and expert welding result in a structurally sound and visually appealing unit. With a Galvanized surface finish, the product maintains its brilliance and hygiene with minimal maintenance effort. Customization in terms of dimensions, color, and configuration is readily available for bulk orders. We are committed to providing value-for-money solutions with uncompromised quality and on-time delivery. Our clientele across hospitality, industrial, and institutional sectors trusts ShriKrishnaSteelWorks for consistent excellence.","Powder coated, Heavy gauge MS, Bright colors available, Smooth edges, Low maintenance, UV resistant paint",5,Yes,High,India,2025-09-11,Canopy,Fabrication,19900,"school,heavy-duty,steel,outdoor"
PRD07147,Powder Coated Mild Steel Monkey Bar 2-in-1,Park Instruments,Swing Set,SKSW-PI-7129,ShriKrishnaSteelWorks,In Stock,GI Steel,Toughened Glass,SS Box Section,8.0mm,Electro Polished,Expanded Metal,White,High,276,4,Municipality,Community Use,373.9,140.3,172.7,87.2,195.1,37800,8.4,34600,53,3.8,1096,1889,2,"ShriKrishnaSteelWorks takes pride in offering premium quality Powder Coated Mild Steel Monkey Bar 2-in-1 that stands out for its robust construction and refined aesthetics. Crafted from high-grade GI Steel steel with a Electro Polished treatment, this product delivers outstanding performance across diverse applications. The precision engineering and meticulous welding ensure structural integrity under heavy load conditions. Ideal for Municipality environments, this unit is designed to withstand rigorous daily usage while maintaining its pristine appearance. We understand the unique demands of industrial and commercial clients, which is why we offer tailor-made customization to perfectly align with your space and operational requirements. Our experienced fabrication team uses state-of-the-art machinery to produce consistent, high-quality results. We guarantee timely delivery at competitive pricing with complete installation support available on request.","Child safe design, Galvanized steel, UV resistant paint, Anti-rust treatment, Smooth edges, Heavy gauge MS",18,Yes,Medium,India,2025-08-20,Frame,Fabrication,34600,"indoor,heavy-duty,steel,industrial"
PRD07148,Anti-Rust GI Gazebo with Canopy,Park Instruments,Dustbin Stand,SKSW-PI-6374,ShriKrishnaSteelWorks,Made to Order,SS 202,Stainless Steel,Hollow Section Steel,2.0mm,Brushed Finish,Acrylic Sheet,Chrome,High,110,,Resort,Outdoor Fitness,368,257.5,307.1,141.4,77.6,20900,19.6,16800,413,4.1,1032,2174,1,"ShriKrishnaSteelWorks is pleased to introduce its high-performance Anti-Rust GI Gazebo with Canopy, engineered for superior functionality and durability in commercial and industrial environments. Constructed with SS 202 steel and treated with a Brushed Finish finish, this unit offers excellent mechanical properties and corrosion protection. The ergonomic design ensures ease of use while optimizing space utilization for Resort applications. Every product is inspected thoroughly for dimensional accuracy, finish quality, and structural soundness. We provide full customization services including bespoke sizing, finish options, and special configurations to meet unique project requirements. With a strong commitment to quality and timely delivery, ShriKrishnaSteelWorks has become a trusted name among architects, contractors, hotel groups, and industrial enterprises across India. Our after-sales support ensures long-term customer satisfaction and trouble-free operation.","UV resistant paint, Easy installation, Smooth edges, Durable, Heavy gauge MS, Bright colors available, Weather resistant, Powder coated",43,Yes,High,India,2026-01-18,Frame,Fabrication,16800,"outdoor,heavy-duty,weather-resistant,steel"
PRD07149,Children Galvanized Steel Lamp Post Multi Activity,Park Instruments,Slide,SKSW-PI-4936,ShriKrishnaSteelWorks,Made to Order,Carbon Steel,Powder Coated Steel,Hollow Section Steel,8.0mm,Galvanized,Wire Mesh,Rose Gold,Low,851,4,Municipality,Recreation,139.8,61.6,291.3,189.3,725.6,19400,8.4,17800,23,4.5,841,3149,5,"Renowned for its quality craftsmanship and material excellence, the Children Galvanized Steel Lamp Post Multi Activity by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile Carbon Steel steel with advanced Galvanized treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Municipality installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Bright colors available, Anti-rust treatment, Durable, Galvanized steel, Easy installation",7,Yes,High,India,2025-03-23,Frame,Fabrication,17800,"indoor,weather-resistant,steel,heavy-duty"
PRD07150,Galvanized MS Gazebo 2-in-1,Park Instruments,Lamp Post,SKSW-PI-1657,ShriKrishnaSteelWorks,In Stock,SS 202,Toughened Glass,MS Angle Iron,8.0mm,PVD Coated,Wire Mesh,White,Medium,578,,Resort,Outdoor Fitness,141.9,255.1,307.6,139.7,478.7,57500,22.9,44300,276,4.5,1180,800,3,"Renowned for its quality craftsmanship and material excellence, the Galvanized MS Gazebo 2-in-1 by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile SS 202 steel with advanced PVD Coated treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Resort installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Powder coated, Child safe design, Smooth edges, UV resistant paint, Galvanized steel, Low maintenance, Easy installation, Durable, Weather resistant",26,No,Low,India,2025-05-31,Frame,Fabrication,44300,"outdoor,weather-resistant,steel,heavy-duty"
PRD08573,Modular Hot Rolled Staircase Bolted,Commercial Building Structures,Canopy Structure,SKSW-CB-5264,ShriKrishnaSteelWorks,In Stock,SS 202,Toughened Glass,SS Box Section,1.2mm,Hairline Finish,Perforated Sheet,Chrome,Medium,27322,,Industrial,Storage,556,875.4,774.4,1230.3,19750.6,372600,7.2,345800,339,4.2,405,4674,1,"Renowned for its quality craftsmanship and material excellence, the Modular Hot Rolled Staircase Bolted by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile SS 202 steel with advanced Hairline Finish treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Industrial installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Cost effective, Anti-rust coated, Custom spans available, Fast installation, Corrosion resistant, Pre-engineered, High load bearing, Quality certified, Heavy duty structure",16,No,High,India,2025-05-05,Canopy,Fabrication,345800,"industrial,heavy-duty,modular,steel"
PRD08574,Heavy Duty GI Platform Bolted,Commercial Building Structures,Gate Frame,SKSW-CB-5366,ShriKrishnaSteelWorks,Made to Order,SS 316,MS Sheet,ERW Pipe,2.0mm,Galvanized,Expanded Metal,Golden,Medium,18092,,Commercial Complex,Storage,1386.7,1136.4,275.4,3914.8,16284.7,408600,13.7,352600,259,4.9,146,729,1,"Our organization is widely reputed in providing Heavy Duty GI Platform Bolted to our esteemed customers across India. The combination of elegant design, excellent texture and immaculate finishing makes this range one of the best available in the market today. Manufactured using premium quality SS 316 stainless steel, this product ensures exceptional durability and longevity even in demanding industrial environments. The Galvanized surface treatment not only enhances the aesthetic appeal but also provides superior protection against corrosion and daily wear. Each unit undergoes rigorous quality checks to meet the highest industry standards before dispatch. We offer full customization options including size, finish, and configuration as per client requirements. Our dedicated team ensures timely delivery and post-sales support to guarantee complete client satisfaction. Trust ShriKrishnaSteelWorks for products that combine functionality with superior craftsmanship.","Heavy duty structure, Corrosion resistant, Custom fabrication, Durable construction, Cost effective, High load bearing, Pre-engineered, Quality certified",9,No,High,India,2025-10-27,Gate,Fabrication,352600,"office,heavy-duty,security,steel"
PRD08575,Structural MS Modular Cabin Light Gauge,Commercial Building Structures,Canopy Structure,SKSW-CB-1638,ShriKrishnaSteelWorks,Made to Order,GI Steel,Granite Top,SS 304 Pipe,6.0mm,Galvanized,SS Sheet,Golden,High,2848,,Office,Commercial Purpose,1113.9,715.5,680.5,1754.7,2392,445400,15.1,378100,460,3.7,584,4046,2,"Renowned for its quality craftsmanship and material excellence, the Structural MS Modular Cabin Light Gauge by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile GI Steel steel with advanced Galvanized treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Office installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Fast installation, Cost effective, Heavy duty structure, Anti-rust coated, High load bearing, Corrosion resistant, Durable construction, Quality certified",28,No,Low,India,2025-11-23,Canopy,Fabrication,378100,"office,heavy-duty,modular,steel"
PRD08576,Structural GI Storage Rack Heavy Gauge,Commercial Building Structures,Industrial Shed,SKSW-CB-4229,ShriKrishnaSteelWorks,In Stock,Galvanized Steel,PVC Coated Steel,MS Angle Iron,2.5mm,Brushed Finish,Acrylic Sheet,Silver,High,26417,,Office,Space Optimization,1742.6,1919.7,499.2,1462.9,24881.8,426200,22.7,329500,474,4.4,556,920,2,"Renowned for its quality craftsmanship and material excellence, the Structural GI Storage Rack Heavy Gauge by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile Galvanized Steel steel with advanced Brushed Finish treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Office installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Custom fabrication, Pre-engineered, Cost effective, High load bearing, Quality certified, Heavy duty structure, Durable construction, Modular assembly, Corrosion resistant",23,No,High,India,2025-12-22,Fencing,Fabrication,329500,"office,heavy-duty,modular,security,galvanised steel"
PRD08577,Standard Hot Rolled Industrial Shed Customizable,Commercial Building Structures,Structural Column,SKSW-CB-1297,ShriKrishnaSteelWorks,Made to Order,SS 201,Granite Top,SS Box Section,1.5mm,Electro Polished,SS Sheet,Silver,High,49521,,Commercial Complex,Storage,2261.6,902,1176.1,578.6,41658.5,397600,24.6,299800,373,4.7,470,2304,5,"Renowned for its quality craftsmanship and material excellence, the Standard Hot Rolled Industrial Shed Customizable by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile SS 201 steel with advanced Electro Polished treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Commercial Complex installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Custom spans available, High load bearing, Anti-rust coated, Cost effective, Corrosion resistant",14,Yes,Medium,India,2025-03-13,Frame,Fabrication,299800,"office,steel,heavy-duty,industrial"
PRD08578,Heavy Duty Mild Steel Modular Cabin Heavy Gauge,Commercial Building Structures,Gate Frame,SKSW-CB-6773,ShriKrishnaSteelWorks,In Stock,Galvanized Steel,Stainless Steel,MS C-Channel,1.5mm,Matte Finish,Solid Panel,Rose Gold,High,15192,,Commercial Complex,Space Optimization,1843.7,835.4,338.1,1824.2,12640.4,329300,9.4,298300,98,3.7,116,1925,1,"ShriKrishnaSteelWorks is pleased to introduce its high-performance Heavy Duty Mild Steel Modular Cabin Heavy Gauge, engineered for superior functionality and durability in commercial and industrial environments. Constructed with Galvanized Steel steel and treated with a Matte Finish finish, this unit offers excellent mechanical properties and corrosion protection. The ergonomic design ensures ease of use while optimizing space utilization for Commercial Complex applications. Every product is inspected thoroughly for dimensional accuracy, finish quality, and structural soundness. We provide full customization services including bespoke sizing, finish options, and special configurations to meet unique project requirements. With a strong commitment to quality and timely delivery, ShriKrishnaSteelWorks has become a trusted name among architects, contractors, hotel groups, and industrial enterprises across India. Our after-sales support ensures long-term customer satisfaction and trouble-free operation.","Heavy duty structure, Pre-engineered, High load bearing, Modular assembly, Anti-rust coated, Fast installation, Corrosion resistant, Quality certified",32,No,High,India,2025-12-11,Gate,Fabrication,298300,"office,heavy-duty,modular,security,galvanised steel"
PRD00002,Heavy Duty Mild Steel Cabinet Double Door,Home Steel Furnitures,Almirah,SKSW-SF-2291,ShriKrishnaSteelWorks,In Stock,SS 201,Powder Coated Steel,MS Angle Iron,2.5mm,Matte Finish,SS Sheet,Golden,High,131,,Home,Storage,128.4,70.8,188.5,26.2,103.3,40000,19,32400,349,4.5,355,4385,2,"ShriKrishnaSteelWorks takes pride in offering premium quality Heavy Duty Mild Steel Cabinet Double Door that stands out for its robust construction and refined aesthetics. Crafted from high-grade SS 201 steel with a Matte Finish treatment, this product delivers outstanding performance across diverse applications. The precision engineering and meticulous welding ensure structural integrity under heavy load conditions. Ideal for Home environments, this unit is designed to withstand rigorous daily usage while maintaining its pristine appearance. We understand the unique demands of industrial and commercial clients, which is why we offer tailor-made customization to perfectly align with your space and operational requirements. Our experienced fabrication team uses state-of-the-art machinery to produce consistent, high-quality results. We guarantee timely delivery at competitive pricing with complete installation support available on request.","Modular design, Customizable, Load bearing capacity, Powder coated finish, High strength, Easy maintenance, Unique design, Long lasting",23,No,Medium,India,2025-04-05,Almirah,Steel Furniture,32400,"residential,heavy-duty,storage,modular,steel"
PRD07157,Outdoor Mild Steel Gazebo Single Seater,Home Steel Furnitures,Bench,SKSW-PI-8372,ShriKrishnaSteelWorks,Made to Order,Carbon Steel,Granite Top,MS C-Channel,3.5mm,Hairline Finish,MS Sheet,Grey,High,84,2,Residential Complex,Recreation,389.3,138,302.4,102.7,61.3,28700,9.7,25900,25,4,502,259,3,"We are a leading manufacturer and supplier of Outdoor Mild Steel Gazebo Single Seater designed to meet the stringent requirements of modern industrial and commercial applications. Our products are fabricated using top-grade Carbon Steel steel, ensuring maximum strength, durability, and corrosion resistance. The Hairline Finish finish provides an attractive appearance while protecting the surface from environmental damage. Every product is manufactured in accordance with industry quality standards and goes through multiple quality assurance checks before reaching the customer. Available in standard and custom configurations, our Outdoor Mild Steel Gazebo Single Seater can be tailored to match specific dimensional and functional requirements. ShriKrishnaSteelWorks is committed to delivering products on time with the highest degree of client satisfaction. Our responsive after-sales service and technical support team ensure your complete peace of mind post-purchase.","Easy installation, Anti-rust treatment, UV resistant paint, Heavy gauge MS, Weather resistant, Galvanized steel, Powder coated",28,No,Low,India,2025-07-25,Bench,Steel Furniture,25900,"residential,heavy-duty,steel,indoor"
PRD00009,Economy SS Storage Rack Bolted,Home Steel Furnitures,Cabinet,SKSW-SF-5291,ShriKrishnaSteelWorks,In Stock,Carbon Steel,PVC Coated Steel,MS C-Channel,6.0mm,Mirror Finish,MS Sheet,Chrome,High,757,,Home,Document Filing,66.5,63.2,135,56.1,537.8,52800,23,40700,407,5,86,2941,2,"Renowned for its quality craftsmanship and material excellence, the Economy SS Storage Rack Bolted by ShriKrishnaSteelWorks is a benchmark product in its category. Utilizing high-tensile Carbon Steel steel with advanced Mirror Finish treatment, this product delivers exceptional performance under varied load and environmental conditions. Engineered for reliability and long service life, it serves as an ideal solution for Home installations requiring both functionality and aesthetic value. Our manufacturing process adheres to stringent quality protocols, ensuring each unit meets dimensional tolerances and finish standards consistently. We cater to both standard and customized orders with competitive lead times. Our expert technical team provides full support from product selection to installation, ensuring a seamless experience for every client. Choose ShriKrishnaSteelWorks for a product that combines industrial strength with refined finishing.","Load bearing capacity, Long lasting, Easy maintenance, Powder coated finish, Modular design, Corrosion resistant",13,Yes,Medium,India,2025-03-15,Cabinet,Steel Furniture,40700,"residential,storage,modular,steel"
PRD00010,Commercial Stainless Steel Wall Rack Slotted,Home Steel Furnitures,Shelf,SKSW-SF-3608,ShriKrishnaSteelWorks,Made to Order,SS 316,GI Sheet,SS 304 Pipe,5.0mm,Powder Coated,Perforated Sheet,Grey,Medium,283,,Home,Storage,178.8,65.9,82.9,15.8,252.8,51000,17.8,41900,204,4.5,1103,2722,1,"Our organization is widely reputed in providing Commercial Stainless Steel Wall Rack Slotted to our esteemed customers across India. The combination of elegant design, excellent texture and immaculate finishing makes this range one of the best available in the market today. Manufactured using premium quality SS 316 stainless steel, this product ensures exceptional durability and longevity even in demanding industrial environments. The Powder Coated surface treatment not only enhances the aesthetic appeal but also provides superior protection against corrosion and daily wear. Each unit undergoes rigorous quality checks to meet the highest industry standards before dispatch. We offer full customization options including size, finish, and configuration as per client requirements. Our dedicated team ensures timely delivery and post-sales support to guarantee complete client satisfaction. Trust ShriKrishnaSteelWorks for products that combine functionality with superior craftsmanship.","Corrosion resistant, Rust proof, Customizable, Unique design, Long lasting, Modular design, Easy maintenance",30,Yes,Medium,India,2025-12-23,Shelf,Steel Furniture,41900,"residential,storage,modular,powder-coated,steel"
PRD00131,Premium SS Almirah Double Door,Home Steel Furnitures,Storage Unit,SKSW-SF-3196,ShriKrishnaSteelWorks,In Stock,SS 201,MS Sheet,SS Box Section,2.0mm,PVD Coated,Polycarbonate Panel,Grey,Low,247,,Home,Storage,133.5,117.2,205.8,114.4,186.6,31600,20.2,25200,33,3.8,904,4023,3,"Presenting the Premium SS Almirah Double Door from ShriKrishnaSteelWorks � a perfect blend of strength, style, and functionality for professional use. Made from premium SS 201 stainless steel, this product offers excellent resistance to rust, corrosion, and mechanical stress, making it ideal for long-term use in Home settings. The precision-cut components and expert welding result in a structurally sound and visually appealing unit. With a PVD Coated surface finish, the product maintains its brilliance and hygiene with minimal maintenance effort. Customization in terms of dimensions, color, and configuration is readily available for bulk orders. We are committed to providing value-for-money solutions with uncompromised quality and on-time delivery. Our clientele across hospitality, industrial, and institutional sectors trusts ShriKrishnaSteelWorks for consistent excellence.","Modular design, Space saving, Unique design, Rust proof, Anti-tip design, Easy maintenance",42,Yes,High,India,2025-04-27,Almirah,Steel Furniture,25200,"residential,storage,modular,steel"
PRD07193,Anti-Rust MS See-Saw Double Seater,Home Steel Furnitures,Swing Set,SKSW-PI-1247,ShriKrishnaSteelWorks,In Stock,SS 316,Stainless Steel,Hollow Section Steel,1.5mm,Hairline Finish,MS Sheet,Matte Black,High,504,1,Residential Complex,Children Play,279.5,199.8,391.4,158,376.2,30300,19.6,24400,86,4.3,870,742,3,"Presenting the Anti-Rust MS See-Saw Double Seater from ShriKrishnaSteelWorks � a perfect blend of strength, style, and functionality for professional use. Made from premium SS 316 stainless steel, this product offers excellent resistance to rust, corrosion, and mechanical stress, making it ideal for long-term use in Residential Complex settings. The precision-cut components and expert welding result in a structurally sound and visually appealing unit. With a Hairline Finish surface finish, the product maintains its brilliance and hygiene with minimal maintenance effort. Customization in terms of dimensions, color, and configuration is readily available for bulk orders. We are committed to providing value-for-money solutions with uncompromised quality and on-time delivery. Our clientele across hospitality, industrial, and institutional sectors trusts ShriKrishnaSteelWorks for consistent excellence.","UV resistant paint, Weather resistant, Anti-rust treatment, Smooth edges, Durable",3,No,High,India,2025-12-11,Frame,Steel Furniture,24400,"residential,weather-resistant,steel,heavy-duty"
PRD08579,Heavy Duty MS Factory Gate Double Leaf,Commercial Building Structures,Gate Frame,SKSW-CB-G001,ShriKrishnaSteelWorks,In Stock,Mild Steel,Mild Steel,MS Angle Iron,3.0mm,Powder Coated,MS Sheet,Black,High,500,,Industrial,Security,300,10,200,120,500,45000,10,40500,10,4.3,120,800,2,Heavy Duty MS Factory Gate Double Leaf for industrial security.,"Heavy-duty hinges, Powder coated, Lockable, Welded construction",14,Yes,Low,India,2025-08-01,Gate,Fabrication,40500,"industrial,security,heavy-duty,powder-coated,steel,welded"
PRD08580,Residential MS Swing Gate Single Leaf,Commercial Building Structures,Gate Frame,SKSW-CB-G002,ShriKrishnaSteelWorks,In Stock,Galvanized Steel,Mild Steel,MS Angle Iron,3.0mm,Powder Coated,MS Sheet,Grey,High,200,,Home,Entrance,120,8,180,45,200,18000,10,16200,10,4.3,120,800,2,Residential MS Swing Gate Single Leaf with smooth operation.,"Weather-resistant, Lockable, Hinged, Powder coated, Anti-rust",14,Yes,Low,India,2025-08-01,Gate,Fabrication,16200,"residential,security,weather-resistant,galvanised steel,lockable,outdoor"
PRD08581,Sliding MS Compound Gate Heavy Gauge,Commercial Building Structures,Gate Frame,SKSW-CB-G003,ShriKrishnaSteelWorks,In Stock,Mild Steel,Mild Steel,MS Angle Iron,3.0mm,Matte Finish,MS Sheet,Dark Grey,High,600,,Industrial,Compound Security,400,10,210,160,600,55000,10,49500,10,4.3,120,800,2,Sliding MS Compound Gate Heavy Gauge for large industrial premises.,"Sliding mechanism, Heavy gauge, Lockable, Heavy-duty wheels, Welded",14,Yes,Low,India,2025-08-01,Gate,Fabrication,49500,"industrial,security,heavy-duty,sliding,steel,welded"
PRD08582,Standard MS Office Locker 6 Compartment,Steel Furniture Works,Locker,SKSW-SF-L001,ShriKrishnaSteelWorks,In Stock,Mild Steel,Mild Steel,MS Angle Iron,3.0mm,Powder Coated,MS Sheet,Grey,High,200,,Office,Document Storage,90,45,180,55,200,22000,10,19800,10,4.3,120,800,2,Standard MS Office Locker 6 Compartment for organised storage.,"6 compartments, Lockable, Powder coated, Heavy gauge, Easy maintenance",14,Yes,Low,India,2025-08-01,Locker,Steel Furniture,19800,"office,storage,lockable,security,steel,powder-coated"
PRD08583,Heavy Duty GI School Locker 12 Door,Steel Furniture Works,Locker,SKSW-SF-L002,ShriKrishnaSteelWorks,In Stock,Galvanized Steel,Mild Steel,MS Angle Iron,3.0mm,Powder Coated,MS Sheet,Blue,High,300,,School,Student Storage,180,45,180,90,300,35000,10,31500,10,4.3,120,800,2,Heavy Duty GI School Locker 12 Door for student use.,"12 doors, Lockable, Galvanised steel, Heavy-duty, Powder coated",14,Yes,Low,India,2025-08-01,Locker,Steel Furniture,31500,"school,storage,lockable,heavy-duty,galvanised steel,security"
PRD08584,Industrial SS 304 Hazmat Locker Single Door,Steel Furniture Works,Locker,SKSW-SF-L003,ShriKrishnaSteelWorks,In Stock,SS 304,Mild Steel,MS Angle Iron,3.0mm,Mirror Finish,MS Sheet,Silver,High,150,,Industrial,Hazardous Material,60,50,180,40,150,28000,10,25200,10,4.3,120,800,2,Industrial SS 304 Hazmat Locker Single Door for safe storage of materials.,"Fire-resistant, Lockable, Stainless steel, Heavy-duty, Easy maintenance",14,Yes,Low,India,2025-08-01,Locker,Steel Furniture,25200,"industrial,storage,lockable,fire-resistant,stainless steel,security"
PRD08585,Modular MS Office Partition Panel Powder Coated,Commercial Building Structures,Room Divider,SKSW-CB-P001,ShriKrishnaSteelWorks,In Stock,Mild Steel,Mild Steel,MS Angle Iron,3.0mm,Powder Coated,MS Sheet,Ivory,High,100,,Office,Space Division,120,5,180,25,100,12000,10,10800,10,4.3,120,800,2,Modular MS Office Partition Panel for flexible workspace division.,"Modular, Powder coated, Lightweight, Easy assembly, Customizable",14,Yes,Low,India,2025-08-01,Partition,Fabrication,10800,"office,indoor,modular,steel,powder-coated,lightweight"
PRD08586,Industrial GI Warehouse Partition Heavy Gauge,Commercial Building Structures,Room Divider,SKSW-CB-P002,ShriKrishnaSteelWorks,In Stock,Galvanized Steel,Mild Steel,MS Angle Iron,3.0mm,Matte Finish,MS Sheet,Grey,High,300,,Warehouse,Zone Separation,240,6,240,60,300,24000,10,21600,10,4.3,120,800,2,Industrial GI Warehouse Partition Heavy Gauge for zone separation.,"Heavy-duty, Galvanised, Welded, Customizable, Load bearing",14,Yes,Low,India,2025-08-01,Partition,Fabrication,21600,"industrial,indoor,heavy-duty,galvanised steel,welded,modular"
PRD08587,Hospital SS 304 Hygienic Partition Panel,Commercial Building Structures,Room Divider,SKSW-CB-P003,ShriKrishnaSteelWorks,In Stock,SS 304,Mild Steel,MS Angle Iron,3.0mm,Mirror Finish,MS Sheet,White,High,120,,Hospital,Privacy Division,120,5,200,30,120,18000,10,16200,10,4.3,120,800,2,Hospital SS 304 Hygienic Partition Panel easy to clean and durable.,"Hygienic, Easy to clean, Modular, Stainless steel, Lightweight",14,Yes,Low,India,2025-08-01,Partition,Fabrication,16200,"hospital,indoor,modular,stainless steel,lightweight,modern"
